Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not_stated_income,Not_applicable_income,Nil payments,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated_rent,Not applicable_rent
3135,76,1343,787,1086,1104,1410,1279,1170,1374,1481,1097,953,648,976,388,978,3805,66,86,133,241,142,193,158,202,227,844,516,939,520,343,88,88,21,52,19,4,0,0,8,144,5933
3136,150,2882,1793,2437,2819,3203,2918,2872,3189,3314,2399,1974,1270,1831,732,2437,8162,24,7,3,15,27,18,16,21,8,18,34,54,24,144,192,209,198,333,47,16,0,0,0,42,5089
3137,42,768,503,760,954,1082,944,1012,1031,1109,727,530,335,408,153,959,2570,51,0,4,14,12,18,8,16,8,20,20,125,20,134,446,367,236,437,110,31,6,3,5,64,6382
3138,68,1505,874,1214,1369,1384,1459,1515,1717,1753,1144,925,574,737,237,1161,4330,5,0,0,4,0,0,0,0,0,0,0,5,11,17,4,48,38,10,0,0,0,0,0,0,308
3139,45,922,488,751,871,906,945,1001,1125,1055,676,498,290,302,144,869,2811,50,16,15,48,26,52,33,33,25,50,106,288,484,684,357,414,81,121,24,14,0,0,0,83,7441
3140,67,1070,644,873,1113,1253,1112,1136,1291,1265,816,650,436,530,217,979,3067,18,5,7,13,8,11,8,6,12,23,21,62,57,56,35,97,41,112,14,6,4,0,0,13,1629
3141,101,1902,521,892,946,973,994,1139,1727,2232,1970,1792,1265,2184,2007,2714,1793,21,26,34,105,29,36,24,46,45,78,102,196,162,270,170,181,103,301,86,36,16,5,6,47,2208
3142,70,1073,347,423,374,444,464,502,717,887,707,737,488,1080,2054,1111,1435,44,34,50,158,56,68,51,84,52,94,51,112,89,200,179,287,172,487,124,63,23,12,13,73,7200
3143,29,593,279,324,351,413,396,420,562,716,519,528,341,698,909,725,1239,86,52,61,242,99,146,118,174,96,126,97,187,176,406,439,737,472,807,228,69,19,7,9,133,11955
3144,42,819,360,412,381,407,439,419,517,702,561,583,430,824,1376,746,1888,37,3,6,21,13,41,24,47,10,42,68,152,83,173,166,163,75,168,56,30,12,4,3,35,5597
3145,92,2755,999,1072,1130,1078,1117,1037,1244,1457,1070,1042,767,1391,1849,1217,3980,28,10,10,23,17,29,18,28,11,19,17,125,259,210,77,102,32,130,48,19,0,0,0,51,5188
3146,69,2062,985,1082,972,1039,1121,1184,1294,1638,1352,1218,925,1873,2356,1301,4770,15,0,0,0,9,7,7,10,15,21,5,11,3,24,19,36,19,89,23,9,3,0,0,20,2309
3147,66,1171,614,804,855,799,724,651,786,816,608,620,469,974,800,961,2923,42,25,24,76,40,89,74,117,63,194,173,495,325,338,176,202,91,271,49,8,7,4,7,82,7075
3148,55,904,337,530,598,496,473,474,588,654,423,341,255,398,195,590,1343,22,9,5,20,10,20,7,18,15,37,77,119,64,114,113,114,90,180,54,16,0,0,0,29,4837
3149,137,3626,1506,1968,2030,1950,1938,1903,1993,2153,1647,1395,1092,1810,1083,1668,5705,7,0,7,10,3,13,4,0,4,5,10,50,52,134,68,58,31,70,7,4,0,0,0,9,1653
3150,287,7452,2881,3533,3960,3762,3423,3370,3558,3892,2690,2294,1679,2886,1833,2754,9837,15,4,0,0,6,9,6,10,3,7,6,24,18,40,54,38,23,83,19,9,3,0,0,8,2614
3151,46,1220,486,758,892,687,655,600,657,668,449,343,290,362,190,512,1461,10,15,27,70,40,68,70,45,48,75,60,140,171,321,169,199,18,50,4,6,4,5,0,51,2031
3152,109,3283,1497,1950,2279,2231,2048,2090,2357,2391,1681,1369,959,1377,632,1606,5230,31,23,20,65,42,77,38,51,43,127,128,441,660,589,514,396,40,79,13,3,0,6,0,63,4957
3153,62,1510,730,1149,1363,1352,1327,1432,1687,1683,1157,814,504,538,135,1476,3632,26,9,25,37,31,35,53,93,46,105,128,161,201,277,297,396,129,123,27,11,0,0,4,69,4451
3154,16,276,173,216,282,271,290,248,316,352,236,218,134,143,56,316,875,25,12,24,93,26,45,31,49,47,105,109,229,298,514,254,232,129,401,112,50,32,16,12,72,4661
3155,85,1431,761,1339,1536,1757,1514,1654,1864,1789,1182,838,506,623,151,1364,3796,87,32,47,154,49,80,69,103,56,85,52,153,102,298,366,519,394,1131,401,141,48,25,34,106,13178
3156,134,2782,1504,2038,2457,2486,2294,2465,2775,2922,1983,1632,1077,1375,626,2098,6810,9,0,5,8,3,0,0,3,0,8,5,5,3,3,3,34,74,62,35,23,0,0,0,10,1306
3158,28,460,307,337,326,403,407,437,505,512,375,333,217,309,120,303,1270,9,0,0,0,0,3,0,0,3,3,0,6,4,13,13,156,61,253,119,64,19,3,4,13,2853
3159,12,199,117,150,152,104,146,155,179,200,142,115,76,123,54,193,530,7,0,0,0,0,0,0,4,0,0,0,0,0,7,7,3,0,0,0,0,0,0,0,0,445
3160,25,603,401,485,493,556,527,552,643,641,528,427,316,387,162,478,1783,12,0,0,4,0,0,0,0,4,3,0,0,0,3,0,8,0,23,21,16,0,0,3,6,916
3161,59,1262,447,670,666,702,698,671,878,1024,826,818,610,957,1254,1223,2513,35,28,33,96,40,53,55,34,53,38,40,107,148,158,158,191,80,230,31,12,7,5,3,61,5701
3162,72,1373,638,814,881,904,866,850,1021,1137,897,861,617,1104,1111,1232,3060,5,5,3,7,5,18,11,16,8,6,16,61,38,101,84,36,17,31,14,3,6,0,0,9,1220
3163,138,3412,1096,1626,1658,1998,1749,1802,2114,2399,1796,1599,1237,1907,1098,1807,4925,28,8,13,40,17,13,29,11,9,24,9,38,51,84,82,122,72,255,46,19,4,6,6,38,4351
3165,79,2193,1037,1390,1709,1651,1563,1399,1634,1845,1311,1173,925,1561,929,1435,5784,17,6,6,31,14,17,10,18,7,12,12,30,88,93,148,141,91,365,129,43,18,10,7,32,5639
3166,116,2418,902,1390,1608,1433,1239,1359,1566,1618,1196,1067,715,1195,502,1514,3924,22,17,22,65,21,67,39,37,22,19,14,58,52,140,183,175,68,151,18,12,0,0,0,35,4871
3167,38,788,400,599,785,630,536,579,601,632,475,358,238,346,172,571,1511,26,30,39,182,40,38,37,35,33,46,18,81,112,212,170,187,103,350,114,14,20,13,23,60,4855
3168,225,4793,879,1291,1296,1387,1341,1065,1144,1236,692,606,358,407,125,1280,2076,20,4,0,9,4,12,51,16,31,18,7,20,9,46,40,162,51,399,92,30,8,4,3,27,4117
3169,126,2264,795,1460,1858,1492,1239,1430,1592,1376,799,617,348,383,117,1181,3050,60,14,24,50,26,51,40,45,18,33,26,77,56,173,219,266,248,1069,150,49,15,5,3,85,10968
3170,97,1947,684,1210,1450,1272,1079,1121,1329,1380,934,827,534,738,289,1135,3337,60,42,39,108,36,52,62,97,54,87,99,197,111,215,182,267,136,767,369,181,97,37,81,84,3983
3171,186,2951,822,2028,2201,1669,1414,1466,1486,1101,517,371,206,205,83,1530,3480,55,33,38,127,52,70,37,71,33,75,52,147,137,263,225,441,266,917,310,142,62,30,34,76,7005
3172,131,2339,927,1640,1802,1522,1515,1728,1732,1504,912,672,463,548,223,1282,4159,24,14,24,66,20,28,18,29,20,44,44,101,79,142,156,206,126,467,282,130,67,38,138,46,4452
3173,127,2946,974,1600,1850,1474,1439,1855,2025,1799,1151,863,553,621,228,1160,5107,6,3,8,12,3,10,7,11,8,7,0,24,21,40,32,59,21,133,43,29,6,3,0,10,1198
3174,309,4006,1335,2880,3443,3002,2503,3007,2969,2554,1342,846,394,407,142,2664,6676,18,0,4,13,7,17,9,10,10,28,12,50,19,84,116,158,91,132,20,4,4,0,0,12,2530
3175,434,5290,1848,4447,4543,4046,3330,3902,3956,3187,1666,1050,544,537,223,4449,9858,7,0,0,0,3,3,0,0,0,6,3,7,13,47,15,25,18,42,3,6,0,0,0,9,711
3177,122,1018,413,1035,1043,926,680,874,805,629,319,145,70,70,32,945,2187,41,36,65,204,64,84,67,88,59,116,70,171,130,233,304,620,158,431,122,59,12,9,14,90,7280
3178,125,2991,1681,1851,1965,1784,1935,2122,2384,2692,1795,1536,1072,1494,664,1347,6235,35,19,26,62,26,27,26,44,31,49,25,99,88,140,184,278,99,256,155,48,18,6,11,46,6006
3179,24,562,273,353,387,362,374,377,499,427,281,240,148,205,71,310,1138,18,0,0,11,11,25,6,19,7,61,14,34,8,28,10,15,0,6,9,3,5,3,20,31,1510
3180,31,665,316,354,559,486,534,460,585,545,385,305,185,242,110,370,1313,35,9,3,17,14,58,59,202,191,189,61,69,25,45,4,5,0,8,0,0,0,0,0,23,3602
3181,57,947,360,892,1121,1028,910,1056,1396,1793,1497,1363,996,1683,1273,2233,1669,10,0,8,20,10,20,12,20,15,33,42,92,155,62,21,17,4,14,0,0,0,0,0,14,1749
3182,65,1074,411,842,974,1211,1149,1320,1840,2140,1684,1512,1046,1780,1213,3356,1770,104,59,89,221,80,163,133,188,237,585,597,994,765,728,676,791,158,247,85,29,11,7,4,189,14566
3183,59,1002,422,678,806,966,967,1080,1333,1567,1220,1151,754,1197,862,1497,2933,33,4,0,4,5,11,14,13,8,22,19,43,43,103,179,540,422,304,54,21,10,6,9,41,4867
3184,42,669,322,460,518,629,663,751,1005,1380,1143,1081,740,1312,1223,1429,2149,36,12,3,20,15,30,16,31,19,39,66,318,434,826,1105,1789,1126,1509,231,72,35,11,14,114,8728
3185,28,843,376,505,570,653,635,633,776,935,759,691,482,879,901,860,2410,28,4,0,7,8,20,8,17,13,20,34,188,90,106,92,174,184,384,94,33,15,3,3,33,5349
3186,88,1956,875,863,854,959,927,928,1085,1342,1031,1009,780,1704,3180,1636,4035,101,37,45,131,57,125,162,108,65,170,211,421,261,616,774,885,476,1156,269,94,38,19,10,162,16955
3187,51,1251,688,667,693,834,825,712,797,858,719,715,502,1074,1355,1059,3185,61,5,7,15,9,16,16,38,27,29,20,101,74,127,165,236,177,566,283,148,105,54,76,68,9308
3188,65,1346,742,865,942,998,785,868,943,953,788,761,554,1145,1593,1123,3611,64,10,6,33,18,38,27,55,20,47,18,70,50,154,129,159,116,433,131,73,31,15,10,51,8443
3189,27,414,256,330,381,380,340,374,344,412,321,246,179,284,145,429,1049,67,20,27,53,59,71,85,118,34,58,86,159,140,316,333,432,239,904,363,112,26,6,12,118,10085
3190,25,655,400,511,632,610,532,522,653,722,543,504,366,642,424,663,2054,146,89,152,451,154,235,198,253,242,551,823,1209,924,1351,818,916,458,1341,399,119,30,13,29,301,13798
3191,23,727,391,394,401,578,527,441,546,639,442,473,412,705,963,780,1803,121,33,32,104,34,72,40,74,79,133,197,538,483,810,435,469,264,801,300,176,94,50,71,149,13091
3192,77,1502,863,1129,1422,1616,1312,1266,1457,1611,1151,1052,722,1169,607,1318,4015,187,21,3,40,36,138,65,127,217,382,497,693,408,761,535,573,224,1148,536,290,144,89,159,184,16175
3193,54,1453,803,843,868,917,1039,974,1077,1220,928,968,669,1294,1737,1037,3622,114,24,12,24,17,37,28,80,59,123,178,613,454,623,357,463,175,626,379,226,117,57,88,108,11725
3194,41,906,439,599,677,801,843,792,876,986,757,707,469,688,475,813,2103,95,24,23,91,33,70,31,71,42,113,85,313,216,352,312,430,202,755,309,133,49,18,23,92,10923
3195,121,2537,1461,1736,1912,2066,1928,1944,2253,2546,1858,1823,1312,2164,1189,1931,7099,77,20,35,118,21,66,44,81,65,169,201,305,201,324,219,297,108,507,238,86,24,18,19,81,8893
3196,68,1479,841,1191,1581,1757,1499,1544,1855,1842,1502,1154,859,1157,458,2018,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,47,750,376,567,724,721,711,721,802,914,664,568,394,540,304,811,1926,38,8,14,52,16,25,28,34,17,37,35,78,59,109,109,122,51,215,102,40,10,9,4,39,4649
3198,56,992,490,943,1120,1378,1097,1117,1281,1337,904,642,412,444,131,1388,2727,16,4,6,18,5,14,7,21,17,41,49,84,47,123,54,86,72,149,26,17,3,0,0,18,2279
3199,186,3296,1950,3179,4002,4368,3877,3642,4026,3870,2546,1972,1322,1633,735,4323,9371,33,18,14,72,12,37,16,52,53,149,109,194,115,189,125,129,42,150,53,31,17,6,21,45,3473
3200,36,320,180,437,622,621,405,405,409,322,135,87,26,33,22,649,1066,80,6,3,11,15,26,19,36,17,31,40,97,70,273,368,395,322,1220,468,154,63,25,34,73,8812
3201,92,1366,673,1123,1380,1293,1321,1625,1856,1743,1011,641,366,352,89,1595,4173,33,18,15,66,28,47,34,37,65,35,24,57,136,317,262,302,291,729,292,111,36,19,10,57,5473
3202,10,267,102,111,145,139,146,157,165,208,127,132,76,139,95,216,664,16,0,0,7,3,8,0,5,0,18,0,10,0,7,3,8,0,24,15,13,6,4,0,9,1545
3204,101,2926,1263,1416,1626,1616,1538,1543,1799,1943,1477,1386,982,1935,1506,1532,6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3205,44,658,251,527,581,560,405,444,633,782,618,633,481,987,918,1137,1261,6,0,0,0,0,0,0,4,0,0,0,4,6,11,11,69,138,130,14,5,0,0,0,9,434
3206,34,634,285,380,427,436,364,370,516,596,485,501,387,889,1459,795,1806,11,0,0,0,0,4,0,5,0,4,8,16,0,10,6,5,4,30,19,8,0,0,0,7,1238
3207,53,796,374,654,712,741,565,630,821,1010,948,984,809,1666,1734,1467,2205,8,0,0,0,0,3,0,6,0,7,10,28,18,39,34,24,12,30,6,0,0,0,9,3,1105
3211,6,94,63,73,75,66,95,77,81,69,60,59,29,56,28,137,246,17,4,0,4,0,0,3,9,5,19,12,19,7,36,22,35,15,48,17,3,0,0,0,14,1804
3212,58,1089,696,837,1040,1060,893,985,1056,1142,826,648,446,586,197,1783,3318,27,0,0,0,0,8,3,7,10,16,3,21,7,22,17,21,8,37,9,4,0,0,0,14,1066
3213,11,327,169,217,289,224,245,236,281,277,174,139,90,162,91,274,829,28,6,4,5,5,4,9,9,6,29,20,53,30,92,92,139,55,162,35,11,3,0,0,39,4631
3214,99,1828,872,2233,2558,2302,1688,1657,1468,1164,512,306,170,174,95,2197,4635,80,22,14,61,40,67,78,156,93,132,170,256,146,233,83,58,34,88,24,6,0,0,9,57,5900
3215,74,1194,756,1370,1910,1866,1380,1483,1385,1348,872,675,458,548,241,1718,3342,18,0,4,0,3,6,0,9,7,3,0,5,0,4,0,0,0,0,0,0,0,0,0,4,307
3216,173,3477,2477,3632,4253,4256,3966,3638,3794,3921,2629,2198,1499,1974,929,3320,10130,57,23,19,72,69,105,99,135,173,420,459,675,681,1143,911,974,386,441,99,30,6,4,7,168,12309
3217,5,335,217,288,258,298,331,428,536,537,450,341,223,231,92,445,1594,23,9,7,20,9,42,31,65,112,347,341,662,1121,1015,173,72,9,29,7,0,4,0,3,67,5346
3218,49,691,474,786,919,982,927,828,914,1009,728,553,441,564,298,866,2384,13,6,14,50,31,35,40,56,38,125,105,51,19,16,0,5,0,0,0,0,0,0,6,17,852
3219,63,1028,661,1382,1811,2053,1606,1425,1489,1278,778,540,321,384,160,1632,3097,39,25,50,117,55,56,56,108,178,522,423,534,248,192,27,17,11,20,5,0,0,4,5,88,4704
3220,58,1076,634,791,974,1024,950,908,1061,1133,882,826,573,857,735,1193,2682,99,53,79,248,129,248,210,493,625,1670,1227,1332,1107,781,154,110,28,97,22,8,10,6,15,236,16567
3221,0,48,35,46,40,45,37,35,35,36,34,35,15,40,50,51,167,105,15,8,45,17,56,59,129,77,170,120,260,170,248,161,159,42,148,52,11,5,0,0,52,10995
3222,55,946,567,935,1329,1177,1143,1000,991,965,630,467,324,375,240,1115,2700,15,5,0,0,0,0,3,18,7,18,12,14,3,0,5,7,0,4,0,0,0,0,0,4,476
3223,36,388,259,577,860,836,714,513,424,401,257,194,105,141,87,708,899,23,0,0,7,0,7,7,15,13,40,22,18,9,0,0,9,0,3,0,0,0,0,0,12,1127
3224,46,784,553,857,1089,1082,1117,997,1101,1030,671,517,299,331,127,900,2700,48,9,7,18,11,22,13,47,21,85,47,41,20,20,10,3,0,4,0,0,0,0,0,8,2130
3225,19,218,141,228,297,334,338,281,277,288,198,177,130,158,117,344,515,53,5,7,17,5,44,27,81,63,148,218,167,40,37,14,19,4,17,5,0,0,0,4,24,3224
3226,35,876,538,717,882,957,1070,871,999,978,676,694,447,540,266,704,2899,22,7,5,5,0,8,19,39,34,40,18,21,0,0,0,0,0,0,0,0,0,0,0,12,1184
3227,11,263,190,197,248,270,292,256,278,325,225,244,177,222,210,314,1090,26,4,0,11,6,13,19,40,35,25,11,9,3,3,0,0,0,0,0,0,0,0,0,6,895
3228,50,1101,647,840,912,953,1042,1068,1119,1209,942,848,601,908,571,1034,4107,38,0,3,6,0,19,9,25,33,80,87,92,51,25,10,9,4,19,3,0,0,0,0,16,1656
3230,10,98,110,147,165,177,191,196,196,200,142,87,64,92,65,226,387,40,3,7,23,16,20,34,86,70,155,235,262,60,68,33,29,5,10,5,3,0,3,0,32,4511
3231,0,55,64,85,99,77,105,83,89,87,71,47,30,43,49,99,181,14,0,0,4,0,9,6,12,17,34,26,37,16,19,3,6,0,6,0,0,0,0,0,4,891
3232,0,64,27,48,85,69,98,101,89,87,39,29,24,36,41,134,140,50,11,25,57,28,50,36,81,88,204,142,178,63,118,26,33,4,24,4,5,6,3,4,44,3079
3233,8,93,82,145,160,205,210,167,161,128,66,50,31,33,31,197,257,11,0,0,8,0,12,8,25,17,43,13,21,27,15,5,4,0,0,3,0,0,0,0,14,837
3234,4,3,3,4,15,10,14,18,19,15,11,8,3,8,7,22,28,0,0,0,4,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
3235,5,12,9,15,17,31,29,22,30,27,23,7,6,18,8,33,71,8,0,0,0,5,0,0,6,0,8,4,17,3,5,5,0,0,3,0,0,0,0,0,3,305
3236,0,14,3,17,30,29,14,13,15,12,12,6,3,4,0,25,28,3,0,0,3,3,4,0,14,5,13,4,4,3,0,0,0,0,0,0,0,0,0,0,0,430
3237,0,14,11,15,25,21,25,15,20,14,6,0,0,7,9,14,24,206,108,179,473,269,455,652,1195,984,1777,1761,2119,1192,1119,607,473,192,369,71,25,13,7,10,347,32525
3238,7,8,10,14,30,17,15,9,15,15,8,9,6,10,0,17,27,128,12,14,23,15,30,25,44,52,96,55,126,83,168,119,167,76,105,21,3,0,0,0,55,8885
3239,4,29,16,25,37,42,24,20,37,35,19,6,7,3,5,50,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,116
3240,6,123,92,102,133,117,160,112,117,144,97,111,58,69,43,108,428,7,0,0,4,5,8,4,9,9,16,4,8,0,0,0,0,0,0,0,0,0,0,0,0,410
3241,12,179,82,194,228,217,189,174,152,181,105,70,41,46,27,223,451,30,6,4,14,13,14,9,31,33,43,26,22,8,0,0,6,0,0,0,0,0,0,0,10,964
3242,0,44,33,35,79,65,58,59,67,61,40,27,15,15,13,56,161,44,17,8,14,10,24,22,58,30,60,42,34,15,32,4,3,0,4,0,0,0,0,0,21,1562
3243,11,19,7,24,21,27,34,23,32,13,15,19,11,7,4,20,68,37,0,8,24,7,37,12,39,18,34,12,10,6,4,0,0,0,5,0,0,0,0,0,11,894
3249,49,164,139,211,256,254,225,221,229,217,139,75,69,58,38,240,622,15,3,0,3,3,11,6,13,9,26,18,18,6,11,0,0,0,3,0,0,0,0,0,10,720
3250,55,483,443,738,1166,1122,1012,941,1020,864,468,276,192,177,104,978,2216,8,0,0,0,0,4,0,19,10,16,5,3,0,4,0,0,0,5,0,0,0,0,0,3,422
3251,5,34,22,21,45,52,40,41,27,36,19,15,10,7,8,52,85,5,0,0,0,0,3,3,7,0,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,217
3254,0,10,5,20,24,16,18,30,29,25,11,13,3,3,3,19,76,27,8,0,9,10,22,26,37,30,30,11,13,0,0,0,0,0,0,0,0,0,0,0,7,962
3260,32,230,189,290,480,458,370,299,357,303,177,144,74,76,64,417,815,31,0,0,3,7,19,8,26,22,34,13,6,0,6,0,3,0,0,0,0,0,0,0,6,924
3264,9,129,87,149,195,222,182,145,140,143,87,49,27,36,24,276,406,4,0,0,3,0,0,0,4,5,6,3,4,0,0,0,4,0,0,0,0,0,0,0,3,188
3265,31,166,110,143,179,153,176,152,225,171,113,87,50,44,57,194,565,8,0,0,3,0,4,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3266,33,151,116,240,242,242,255,199,249,193,110,101,60,44,41,227,573,9,0,0,0,4,3,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
3267,5,12,19,13,21,9,21,17,13,15,8,3,0,7,4,25,53,99,22,22,63,101,152,143,279,262,414,219,207,96,54,18,18,5,8,4,3,0,0,3,50,6136
3268,25,154,99,134,180,185,184,163,223,188,105,74,32,53,73,231,507,4,0,0,3,0,0,0,4,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,7,314
3269,11,32,21,44,49,36,41,37,34,39,21,17,16,36,27,86,175,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3270,0,13,3,17,11,21,20,14,24,16,14,13,5,3,4,22,38,5,0,0,3,5,12,10,22,9,15,6,5,0,0,0,0,0,0,0,0,0,0,3,7,361
3271,5,11,6,11,9,13,14,11,16,11,5,5,3,4,8,22,33,4,0,0,0,3,0,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,165
3272,12,70,46,100,172,188,110,98,105,88,40,35,19,17,20,118,291,3,0,4,0,0,4,6,3,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,126
3273,0,10,4,3,10,12,8,3,8,10,5,11,3,3,0,16,27,8,0,0,0,0,0,5,10,11,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,183
3274,0,14,4,16,25,19,17,17,15,10,18,7,3,3,6,20,53,5,0,0,6,0,6,4,8,11,6,0,0,0,0,0,5,0,0,0,0,0,0,0,7,241
3275,4,28,22,23,26,20,31,19,36,47,28,12,12,8,0,26,93,10,0,0,6,0,5,3,6,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,5,235
3276,0,26,25,36,32,36,32,31,43,28,24,15,4,6,6,25,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3277,10,80,52,96,146,112,134,143,137,146,83,54,45,52,43,187,415,23,11,12,7,6,21,18,37,11,9,3,0,0,7,0,0,0,0,0,0,0,0,0,8,505
3278,0,11,10,16,21,26,25,17,16,24,11,14,10,14,0,21,74,14,0,0,5,5,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,152
3279,0,15,12,15,14,13,22,16,26,15,7,6,3,7,7,29,70,90,25,11,45,21,72,56,92,41,91,81,111,33,43,14,7,16,16,0,3,0,0,0,48,2119
3280,98,1429,1258,1993,2417,2702,2398,2420,2504,2198,1280,975,649,701,406,2505,5639,10,0,0,6,0,7,4,14,6,18,13,15,7,9,4,4,0,0,0,0,0,0,0,3,624
3281,10,113,76,79,81,80,92,105,150,126,72,75,43,50,29,125,400,25,3,5,16,8,28,42,62,52,114,61,75,52,53,0,4,0,9,0,0,0,0,0,30,1669
3282,8,115,78,137,194,169,169,163,171,187,108,70,67,38,33,185,487,5,0,0,5,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
3283,9,72,51,69,97,67,103,81,103,111,71,40,28,29,19,105,303,18,3,3,4,3,6,4,11,4,7,0,0,0,0,0,5,0,0,0,0,0,0,0,7,276
3284,16,162,87,186,272,339,278,242,219,230,143,119,66,99,48,330,607,20,5,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,169
3285,9,81,51,82,93,76,94,74,59,82,41,52,34,31,22,105,212,94,28,19,72,50,121,104,267,144,307,189,227,44,58,14,25,0,12,5,0,0,3,9,63,4370
3286,3,19,20,50,52,50,35,25,36,43,21,15,14,5,4,53,113,68,4,6,8,4,10,0,15,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,23,550
3287,5,24,25,21,19,22,29,43,37,33,17,11,12,6,8,29,96,12,0,4,5,0,9,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,203
3289,17,29,35,40,72,77,71,51,38,47,36,24,15,8,8,45,146,10,6,5,12,0,4,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,237
3292,0,8,8,18,20,28,23,15,13,11,7,5,0,5,0,12,16,13,0,0,19,13,17,17,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,455
3293,0,9,13,19,33,30,21,12,28,24,15,7,0,0,4,30,60,19,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
3294,3,39,25,74,95,63,68,70,69,58,34,36,18,30,6,86,185,15,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65
3300,43,490,344,645,938,962,839,790,792,661,400,291,186,192,103,750,1660,74,16,10,60,38,129,114,210,99,147,41,90,16,27,10,11,4,5,4,0,0,0,5,40,2609
3301,0,54,55,59,66,72,87,90,107,104,43,45,35,42,24,72,266,17,4,11,29,7,47,47,45,19,49,9,12,0,6,0,0,0,0,0,0,0,0,0,13,898
3302,4,20,11,24,26,25,23,31,24,27,15,16,6,11,4,29,71,23,0,0,5,0,4,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,205
3303,0,24,12,14,19,21,10,21,31,32,11,10,8,6,10,40,70,25,6,7,7,5,10,5,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,294
3304,19,149,125,153,255,247,200,166,186,193,101,79,50,47,33,291,442,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3305,36,680,531,997,1133,1080,934,871,733,720,462,412,324,436,147,1172,2144,40,8,3,10,0,9,6,16,3,15,4,3,0,6,0,4,0,0,0,0,0,0,0,15,300
3309,0,13,6,4,10,16,11,4,4,11,0,0,0,0,0,7,21,48,8,6,12,4,11,7,11,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,13,501
3310,0,9,13,21,42,27,25,19,22,23,6,0,3,0,0,22,28,30,14,16,22,8,40,13,34,10,15,3,3,0,3,0,0,0,0,0,0,0,0,0,5,1056
3311,12,83,56,116,221,243,128,103,106,93,41,25,23,18,9,179,232,27,3,3,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,230
3312,0,55,43,71,87,74,87,70,66,53,32,27,22,16,13,112,184,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
3314,4,21,16,36,44,34,42,41,36,33,27,13,8,20,12,36,102,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98
3315,9,75,65,108,163,171,134,131,113,93,51,36,22,34,10,162,257,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
3317,4,8,11,6,9,20,11,25,14,15,12,6,0,4,4,8,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
